Student ID,Gender,Age,School,math_score,reading_score,writing_score,class_performance
5258,Female,19,C,58,65,54,F
5259,Male,17,B,93,37,48,F
5260,Female,17,A,26,85,97,D
5261,Male,20,B,38,28,74,F
5262,Male,18,C,44,35,40,F
5263,Female,19,E,74,27,75,F
5264,Female,19,A,70,54,89,C
5265,Female,18,E,27,58,70,F
5266,Male,17,B,46,54,62,F
5267,Female,19,E,61,76,75,C
5268,Female,19,C,58,34,99,D
5269,Male,19,D,54,81,93,C
5270,Male,19,D,97,60,76,C
5271,Male,18,A,75,29,90,D
5272,Male,21,B,99,93,52,B
5273,Female,21,E,54,51,87,D
5274,Male,18,B,97,67,94,B
5275,Female,17,D,40,92,29,F
5276,Male,19,D,30,36,65,F
5277,Female,17,D,93,77,75,B
5278,Male,19,D,84,30,91,D
5279,Female,21,E,48,,87,D
5280,Female,20,E,66,30,65,F
5281,Female,18,A,29,69,47,F
5282,Female,17,D,74,64,40,F
5283,Male,19,A,62,42,44,F
5284,Male,21,D,87,72,73,C
5285,Male,19,C,32,,89,F
5286,Female,19,D,29,,43,F
5287,Male,19,E,35,79,26,F
5288,Male,20,E,89,37,35,F
5289,Female,19,C,100,70,38,D
5290,Female,17,E,64,28,57,F
5291,Male,19,E,35,36,47,F
5292,Female,21,B,42,98,64,D
5293,Male,21,D,59,63,76,D
5294,Male,18,C,47,96,43,D
5295,Female,18,A,28,54,72,F
5296,Male,18,B,27,34,1,F
5297,Female,18,A,56,25,91,F
5298,Male,17,A,97,,28,D
5299,Female,20,C,25,52,74,F
5300,Male,19,C,,90,72,C
5301,Female,18,C,74,43,82,D
5302,Female,17,B,99,100,49,B
5303,Male,17,A,83,68,71,C
5304,Female,20,C,81,,63,D
5305,Female,18,B,42,39,27,F
5306,Female,18,D,33,42,36,F
5307,Male,20,E,33,99,88,C
5308,Female,19,C,100,94,37,C
5309,Male,17,C,48,88,29,F
5310,Male,20,A,57,44,34,F
5311,Female,19,C,33,95,42,F
5312,Female,20,A,56,33,46,F
5313,Male,21,C,90,46,97,C
5314,Female,18,D,94,26,,F
5315,Male,19,E,,43,96,F
5316,Male,19,D,45,68,47,F
5317,Female,19,C,80,94,,C
5318,Male,17,E,71,100,,B
5319,Male,18,B,51,38,91,D
5320,Female,20,A,34,89,44,F
5321,Female,20,C,81,,80,B
5322,Male,21,B,41,30,62,F
5323,Female,21,A,30,93,75,D
5324,Male,17,E,57,47,73,F
5325,Male,17,B,44,32,89,F
5326,Male,18,E,47,73,66,D
5327,Female,20,A,73,82,62,C
5328,Female,17,E,39,92,27,F
5329,Female,18,B,88,64,37,D
5330,Male,19,A,66,71,59,D
5331,Female,19,E,63,,98,B
5332,Male,20,E,91,45,82,C
5333,Male,21,E,40,80,,F
5334,Male,19,D,42,78,37,F
5335,Male,20,B,35,54,54,F
5336,Female,17,B,95,51,35,D
5337,Female,17,C,96,57,36,D
5338,Male,17,C,54,79,70,D
5339,Female,19,B,42,52,60,F
5340,Female,17,C,33,35,86,F
5341,Male,18,E,66,72,87,C
5342,Male,19,D,53,,33,D
5343,Male,19,A,46,46,28,F
5344,Male,21,A,53,88,86,C
5345,Male,17,D,51,97,41,D
5346,Male,20,C,29,82,34,F
5347,Female,19,A,94,92,100,A
5348,Female,20,E,56,30,73,F
5349,Male,19,C,,63,62,D
5350,Male,20,C,58,,94,C
5351,Female,20,C,,90,87,B
5352,Female,20,A,96,30,34,F
5353,Male,17,E,39,59,27,F
5354,Female,17,D,56,85,38,F
5355,Male,20,A,,25,36,F
5356,Male,20,D,66,76,43,D
5357,Male,18,E,44,38,65,F
5358,Male,17,A,47,95,58,D
5359,Male,21,C,57,95,74,C
5360,Female,17,B,88,28,89,D
5361,Female,18,A,,99,51,B
5362,Male,17,D,66,61,,C
5363,Female,20,D,92,25,31,F
5364,Female,19,E,75,43,98,C
5365,Female,18,C,88,56,,C
5366,Female,17,D,74,100,54,C
5367,Male,21,A,72,37,99,D
5368,Female,17,E,29,37,94,F
5369,Female,20,C,88,27,74,D
5370,Female,18,D,,32,54,F
5371,Female,17,E,89,37,67,D
5372,Female,21,C,82,38,29,F
5373,Female,21,C,32,,79,D
5374,Male,20,D,25,94,56,F
5375,Female,19,B,49,69,33,F
5376,Female,20,C,68,68,65,D
5377,Female,21,B,86,90,58,C
5378,Female,17,D,67,62,47,F
5379,Male,20,B,94,44,28,F
5380,Male,17,E,50,37,95,D
5381,Female,21,E,36,45,81,F
5382,Male,21,E,93,62,28,D
5383,Female,17,E,32,98,65,D
5384,Male,17,C,30,85,42,F
5385,Male,18,E,80,77,66,C
5386,Male,18,E,97,58,75,C
5387,Male,21,C,47,38,88,F
5388,Male,18,C,43,37,87,F
5389,Female,18,D,,44,68,F
5390,Female,20,E,26,72,63,F
5391,Male,17,A,40,80,44,F
5392,Female,20,D,76,90,86,B
5393,Male,19,A,73,70,52,D
5394,Male,18,E,90,36,72,D
5395,Male,18,B,31,62,87,D
5396,Female,19,D,96,87,78,B
5397,Female,17,C,31,26,62,F
5398,Female,19,A,25,,100,D
5399,Male,18,A,47,67,,F
5400,Male,19,C,85,83,97,B
5401,Male,17,A,33,65,,F
5402,Male,17,C,47,55,65,F
5403,Female,18,E,86,,65,D
5404,Female,21,C,31,3,36,F
5405,Female,21,B,48,67,29,F
5406,Male,21,A,76,56,96,C
5407,Male,20,A,39,34,94,F
5408,Male,21,E,62,85,30,F
5409,Male,21,D,70,96,32,D
5410,Male,18,A,85,77,86,B
5411,Female,17,C,99,43,38,D
5412,Female,18,D,48,83,60,D
5413,Male,20,A,35,28,52,F
5414,Male,18,B,84,85,73,B
5415,Female,20,D,88,39,43,F
5416,Female,19,E,98,46,,B
5417,Female,17,E,46,96,88,C
5418,Male,19,B,41,32,66,F
5419,Male,19,C,98,65,32,D
5420,Female,17,C,73,85,91,B
5421,Male,19,B,39,96,59,D
5422,Male,20,E,87,86,41,C
5423,Male,17,D,70,63,95,C
5424,Male,19,D,60,54,,D
5425,Male,21,A,75,51,51,F
5426,Male,17,A,38,45,86,F
5427,Female,18,E,62,37,36,F
5428,Female,18,E,74,57,49,D
5429,Female,18,E,37,81,55,F
5430,Female,17,B,46,59,37,F
5431,Female,17,C,43,96,53,D
5432,Female,17,B,52,70,61,D
5433,Female,19,B,88,88,43,C
5434,Male,20,C,82,,72,B
5435,Female,17,E,85,80,56,C
5436,Male,19,D,50,66,68,D
5437,Male,18,A,48,48,100,D
5438,Male,18,E,61,55,86,D
5439,Female,18,C,77,59,84,C
5440,Female,20,A,54,82,45,D
5441,Male,18,A,43,59,47,F
5442,Male,21,D,37,77,90,D
5443,Male,20,D,95,25,59,F
5444,Male,19,D,96,45,55,D
5445,Female,18,B,40,41,30,F
5446,Female,18,B,42,74,36,F
5447,Male,21,C,68,52,59,F
5448,Female,17,A,71,73,55,D
5449,Male,19,D,66,69,71,D
5450,Male,18,E,47,87,86,C
5451,Female,20,C,76,81,64,C
5452,Male,19,C,44,69,64,F
5453,Male,21,E,34,49,78,F
5454,Male,18,D,1,85,33,F
5455,Female,18,C,88,56,88,C
5456,Male,20,D,32,53,81,F
5457,Female,19,B,71,30,86,D
5458,Female,21,A,63,67,77,D
5459,Male,18,E,96,39,59,D
5460,Female,21,B,84,49,62,D
5461,Female,18,B,53,64,48,F
5462,Male,21,B,29,86,56,F
5463,Female,19,E,91,86,95,A
5464,Male,18,B,33,82,26,F
5465,Female,17,A,51,96,63,C
5466,Female,19,A,50,33,43,F
5467,Female,18,B,42,71,95,D
5468,Male,19,C,69,66,84,C
5469,Male,17,A,36,79,57,F
5470,Male,17,B,83,35,74,D
5471,Male,18,E,84,27,59,F
5472,Female,19,B,,81,63,C
5473,Male,18,B,39,,76,C
5474,Male,19,D,75,96,40,C
5475,Male,20,C,51,55,27,F
5476,Male,20,B,46,36,25,F
5477,Male,19,C,67,35,84,D
5478,Female,21,B,52,27,78,F
5479,Female,19,D,,46,89,C
5480,Male,18,C,56,27,94,F
5481,Male,20,B,26,60,48,F
5482,Female,20,D,55,56,35,F
5483,Male,21,E,55,80,56,D
5484,Female,21,C,62,92,66,C
5485,Male,20,E,91,55,98,B
5486,Male,19,E,68,13,57,D
5487,Female,17,C,88,,88,A
5488,Female,17,D,,46,32,F
5489,Male,21,A,84,69,32,D
5490,Male,17,A,76,29,58,F
5491,Male,18,E,32,,48,F
5492,Male,21,C,93,56,89,C
5493,Female,20,C,33,42,60,F
5494,Male,19,C,99,30,50,F
5495,Male,21,B,35,67,90,D
5496,Female,19,B,72,69,87,C
5497,Female,21,A,57,57,68,D
5498,Male,20,A,,47,63,F
5499,Female,21,B,82,63,99,B
5500,Male,18,C,73,99,67,C
5501,Male,21,D,67,62,,D
5502,Female,19,E,79,,93,C
5503,Male,19,C,41,38,85,F
5504,Female,19,D,64,91,32,D
5505,Female,20,C,92,60,74,C
5506,Female,17,E,67,34,46,F
5507,Male,17,A,71,61,56,D
5508,Female,20,C,44,48,25,F
5509,Female,19,A,70,42,54,F
5510,Male,18,D,31,49,50,F
5511,Female,17,E,66,36,87,D
5512,Male,20,D,73,98,29,D
5513,Female,21,C,99,75,47,C
5514,Female,18,C,29,82,76,D
5515,Male,18,D,79,32,63,F
5516,Female,17,B,34,90,42,F
5517,Male,17,E,66,41,63,F
5518,Male,18,A,67,94,46,D
5519,Female,18,A,68,27,,F
5520,Male,17,B,81,70,39,D
5521,Female,19,C,59,93,90,B
5522,Male,20,C,70,42,33,F
5523,Female,19,E,51,83,,C
5524,Male,17,C,51,34,76,F
5525,Male,20,A,94,66,69,C
5526,Male,20,C,84,43,37,F
5527,Female,18,D,36,81,29,F
5528,Male,20,E,82,73,77,C
5529,Male,18,B,96,58,54,D
5530,Male,19,D,47,70,,F
5531,Female,21,A,51,51,62,F
5532,Female,19,D,25,100,30,F
5533,Female,21,E,43,94,94,C
5534,Female,17,D,,100,61,D
5535,Male,20,A,75,74,,C
5536,Male,21,B,,47,40,F
5537,Female,20,B,91,44,33,F
5538,Male,17,B,17,88,91,A
5539,Male,21,A,70,99,81,B
5540,Female,18,A,38,65,65,F
5541,Male,17,B,27,53,60,F
5542,Male,19,C,45,48,,F
5543,Male,18,A,63,41,50,F
5544,Female,18,C,,68,45,F
5545,Female,17,A,,84,96,A
5546,Male,19,D,59,70,80,D
5547,Male,20,C,,52,64,D
5548,Male,20,A,48,37,76,F
5549,Male,19,C,97,99,34,C
5550,Female,20,E,95,27,57,F
5551,Male,19,D,24,93,76,C
5552,Female,17,A,60,26,60,F
5553,Female,17,A,25,87,92,D
5554,Male,19,E,31,36,29,F
5555,Male,19,E,46,51,37,F
5556,Male,20,C,67,83,96,B
5557,Male,18,B,32,63,55,F
5558,Male,18,B,74,59,77,C
5559,Male,18,E,81,84,81,B
5560,Male,19,D,7,42,69,D
5561,Female,19,A,51,88,33,F
5562,Male,18,B,83,86,95,B
5563,Male,20,E,36,33,42,F
5564,Female,21,C,44,71,25,F
5565,Female,18,B,72,84,72,C
5566,Female,21,D,44,93,85,C
5567,Female,21,D,,25,89,D
5568,Female,21,D,91,70,,C
5569,Male,19,A,77,90,48,C
5570,Male,17,A,,74,70,C
5571,Male,21,E,54,59,76,D
5572,Male,18,D,97,34,7,F
5573,Female,18,E,68,92,70,C
5574,Female,20,E,80,83,96,B
5575,Male,18,D,,79,56,D
5576,Male,21,D,93,81,77,B
5577,Female,21,B,68,33,53,F
5578,Female,19,E,43,40,,F
5579,Male,20,A,94,53,68,C
5580,Female,19,C,53,63,75,D
5581,Male,17,A,88,29,63,D
5582,Female,21,A,77,48,59,D
5583,Female,21,E,33,94,51,F
5584,Male,21,E,57,83,91,C
5585,Female,21,E,63,79,,C
5586,Male,20,A,73,29,84,D
5587,Female,20,C,74,51,55,D
5588,Male,20,A,59,54,52,F
5589,Female,19,E,72,43,82,D
5590,Male,17,D,56,27,62,F
5591,Male,17,D,,42,33,F
5592,Male,19,D,64,57,90,C
5593,Male,19,A,,96,79,D
5594,Female,18,B,51,,50,F
5595,Male,19,A,58,62,79,D
5596,Male,21,B,24,96,,D
5597,Female,18,E,94,72,60,C
5598,Female,19,B,,54,34,F
5599,Male,17,C,67,74,84,C
5600,Female,21,B,,56,98,D
5601,Male,20,C,95,62,25,D
5602,Male,19,C,77,60,64,D
5603,Male,21,C,44,69,36,F
5604,Male,20,B,28,30,91,F
5605,Female,21,E,32,87,67,D
5606,Male,21,B,88,,38,F
5607,Female,21,C,85,48,77,C
5608,Male,20,A,83,72,82,C
5609,Male,18,D,64,,29,F
5610,Female,20,D,62,47,44,F
5611,Male,17,C,31,59,67,F
5612,Male,20,B,75,72,86,C
5613,Female,19,D,82,,46,F
5614,Male,19,A,40,31,36,F
5615,Male,18,B,68,84,58,C
5616,Male,21,A,78,26,40,F
5617,Female,18,E,51,94,39,D
5618,Male,17,A,,29,80,D
5619,Female,21,C,59,59,49,F
5620,Male,17,B,73,63,,F
5621,Male,17,C,59,34,61,F
5622,Male,18,E,52,35,26,F
5623,Male,21,A,90,29,60,F
5624,Male,21,D,41,90,99,C
5625,Female,18,B,95,69,61,C
5626,Male,18,B,67,50,76,D
5627,Female,21,E,85,44,76,D
5628,Male,19,D,64,40,84,D
5629,Female,20,C,94,55,95,B
5630,Female,21,C,43,30,49,F
5631,Female,21,E,,85,28,F
5632,Female,17,D,92,56,47,D
5633,Male,21,E,57,82,59,D
5634,Male,17,D,77,60,39,F
5635,Male,21,B,87,48,92,C
5636,Female,17,D,65,54,90,D
5637,Female,20,B,45,40,47,F
5638,Female,21,D,41,37,41,F
5639,Male,19,E,72,83,52,D
5640,Female,17,D,40,43,84,F
5641,Male,20,B,88,71,58,C
5642,Male,18,B,25,45,37,F
5643,Female,21,D,43,92,95,C
5644,Male,19,D,61,65,72,D
5645,Female,19,D,49,75,,D
5646,Female,17,E,99,75,49,C
5647,Female,19,C,96,68,83,B
5648,Female,21,C,65,68,31,F
5649,Female,18,B,47,54,98,D
5650,Male,17,D,42,48,31,F
5651,Male,19,D,,41,41,F
5652,Female,17,A,97,38,67,D
5653,Male,19,A,95,38,57,D
5654,Female,18,D,72,26,31,F
5655,Female,18,C,68,88,77,C
5656,Male,17,A,33,49,85,F
5657,Female,20,D,29,68,77,F
5658,Female,18,C,83,88,54,C
5659,Male,17,B,37,75,50,F
5660,Male,17,B,70,43,80,D
5661,Male,18,E,66,92,41,D
5662,Female,17,E,59,94,53,D
5663,Female,19,C,43,61,70,F
5664,Female,20,B,36,39,76,F
5665,Male,18,E,51,,42,F
5666,Female,19,B,37,77,60,F
5667,Male,19,C,69,47,49,F
5668,Female,21,A,83,86,83,B
5669,Male,21,C,60,29,30,F
5670,Female,19,A,62,,45,F
5671,Female,17,A,,62,74,D
5672,Male,20,D,46,71,88,D
5673,Female,18,B,86,64,81,C
5674,Male,17,D,42,92,35,F
5675,Male,19,D,37,63,51,F
5676,Female,17,C,58,39,25,F
5677,Male,19,A,70,28,97,D
5678,Male,21,C,99,26,42,F
5679,Female,17,A,53,37,86,F
5680,Female,17,A,69,97,76,B
5681,Female,17,E,,83,27,F
5682,Male,20,B,,92,45,D
5683,Male,17,D,84,58,86,C
5684,Female,21,D,89,28,86,D
5685,Male,21,A,66,42,57,F
5686,Female,18,E,,51,52,F
5687,Male,17,A,84,25,46,F
5688,Male,21,C,71,93,82,B
5689,Female,18,A,47,31,65,F
5690,Female,20,B,77,83,79,C
5691,Male,18,B,34,47,,F
5692,Female,18,D,73,35,99,D
5693,Male,21,B,74,,58,C
5694,Male,17,B,26,91,27,F
5695,Female,18,A,50,83,83,C
5696,Female,21,E,72,33,69,F
5697,Male,21,B,38,68,81,D
5698,Female,17,A,49,,93,D
5699,Female,18,A,86,31,27,F
5700,Female,17,B,43,87,77,D
5701,Female,17,C,29,53,96,F
5702,Male,21,D,32,57,35,F
5703,Male,17,C,55,44,85,D
5704,Male,18,E,99,97,,B
5705,Male,19,D,66,35,90,D
5706,Male,18,E,79,39,97,C
5707,Female,17,B,96,49,87,C
5708,Male,20,A,50,46,100,D
5709,Female,21,A,36,98,75,D
5710,Male,21,E,42,78,43,F
5711,Male,19,A,58,55,60,F
5712,Male,19,D,80,90,44,C
5713,Female,21,E,47,36,53,F
5714,Male,21,A,83,77,65,C
5715,Female,21,D,34,45,91,F
5716,Female,21,C,37,35,84,F
5717,Male,21,B,79,74,,F
5718,Female,17,C,51,,32,F
5719,Female,17,C,91,88,62,B
5720,Female,17,C,68,65,30,F
5721,Male,19,D,70,29,34,F
5722,Female,19,A,64,63,30,F
5723,Male,19,A,89,63,62,C
5724,Male,21,E,59,76,79,C
5725,Male,18,E,72,78,80,C
5726,Male,17,D,31,69,89,D
5727,Female,18,C,38,36,69,F
5728,Male,19,A,51,28,74,F
5729,Male,19,D,79,62,76,C
5730,Male,17,D,40,79,64,D
5731,Female,18,B,54,70,65,D
5732,Female,17,A,27,91,77,D
5733,Female,18,C,74,67,74,C
5734,Female,18,B,59,91,93,B
5735,Female,18,B,32,66,,F
5736,Male,19,C,40,77,30,F
5737,Female,20,C,44,80,55,F
5738,Male,18,C,76,36,58,F
5739,Female,21,D,66,82,39,D
5740,Female,19,B,85,67,28,D
5741,Female,17,E,21,92,58,D
5742,Female,17,A,71,40,,D
5743,Female,18,A,61,,59,D
5744,Female,20,C,40,90,34,F
5745,Male,20,D,36,87,99,C
5746,Female,20,B,,89,41,D
5747,Male,20,E,85,46,80,C
5748,Male,19,D,68,69,79,C
5749,Male,20,E,93,27,63,D
5750,Male,19,E,54,34,45,F
5751,Female,21,C,32,32,99,F
5752,Female,19,D,81,,92,D
5753,Female,18,E,29,70,54,F
5754,Female,20,A,66,,37,F
5755,Female,18,C,50,77,53,D
5756,Male,20,B,77,30,43,F
5757,Female,20,B,75,41,,F
5758,Female,18,A,72,37,31,F
5759,Male,17,D,57,27,35,F
5760,Female,20,E,38,41,61,F
5761,Female,19,A,47,41,51,F
5762,Female,17,E,52,93,73,C
5763,Male,17,D,99,87,75,B
5764,Female,21,A,72,87,73,C
5765,Female,18,B,,89,43,D
5766,Male,18,E,,40,26,F
5767,Female,20,B,87,92,86,B
5768,Male,19,A,81,78,73,C
5769,Female,19,E,35,81,81,D
5770,Female,18,C,28,95,48,F
5771,Male,17,D,27,30,80,F
5772,Male,20,C,27,98,28,F
5773,Male,17,A,41,51,86,F
5774,Male,20,A,39,58,31,F
5775,Female,21,C,,68,27,F
5776,Female,17,B,53,31,47,F
5777,Male,17,E,76,97,26,D
5778,Male,21,E,89,,71,B
5779,Male,18,C,78,89,94,B
5780,Female,17,A,77,50,32,F
5781,Male,21,C,46,40,96,D
5782,Female,20,B,25,58,45,F
5783,Male,21,D,92,76,57,C
5784,Female,17,C,82,51,72,D
5785,Male,20,C,,78,87,C
5786,Male,21,D,37,95,72,D
5787,Female,21,D,86,53,56,D
5788,Male,17,D,69,75,88,C
5789,Male,19,C,99,9,47,C
5790,Male,17,C,75,85,84,B
5791,Male,18,A,96,44,74,C
5792,Male,20,D,60,57,29,F
5793,Female,18,E,48,64,71,D
5794,Female,19,E,88,91,30,D
5795,Female,18,B,51,88,100,C
5796,Male,21,E,86,36,30,F
5797,Male,20,B,,82,75,C
5798,Male,19,E,28,60,29,F
5799,Male,18,A,48,65,40,F
5800,Male,19,B,83,58,57,D
5801,Female,19,A,53,49,59,F
5802,Male,17,B,64,62,87,C
5803,Male,20,B,46,72,,F
5804,Male,21,C,63,41,25,F
5805,Female,17,C,67,47,53,F
5806,Female,18,B,31,91,69,D
5807,Male,21,E,29,77,74,D
5808,Female,18,B,46,71,,D
5809,Female,19,D,62,75,47,D
5810,Female,19,A,60,53,,F
5811,Male,19,C,79,100,61,B
5812,Male,17,D,81,37,84,D
5813,Male,19,A,26,48,98,F
5814,Female,21,D,100,55,53,D
5815,Male,20,E,71,92,85,B
5816,Female,18,E,93,33,,F
5817,Female,17,A,49,26,42,F
5818,Male,19,A,74,73,91,C
5819,Male,19,D,97,62,76,C
5820,Male,20,B,26,83,87,D
5821,Male,17,D,18,,94,C
5822,Female,20,D,28,98,73,D
5823,Male,17,B,93,91,48,C
5824,Male,21,E,85,44,74,D
5825,Female,20,A,75,51,83,D
5826,Female,21,B,73,,47,F
5827,Male,20,E,57,,93,D
5828,Female,19,E,41,63,26,F
5829,Female,21,B,48,68,86,D
5830,Male,19,C,80,47,52,F
5831,Female,17,C,69,27,45,F
5832,Male,17,D,45,83,98,C
5833,Female,19,C,63,72,64,D
5834,Female,18,B,85,43,91,C
5835,Female,19,B,38,47,86,F
5836,Female,21,C,37,87,41,F
5837,Male,18,D,90,,86,C
5838,Male,17,A,99,62,63,C
5839,Female,20,E,98,85,64,B
5840,Male,18,C,45,89,95,C
5841,Female,19,D,89,47,75,C
5842,Male,19,B,84,95,27,D
5843,Male,21,A,32,86,68,D
5844,Female,20,D,59,38,37,F
5845,Male,19,E,57,34,32,F
5846,Female,21,D,25,100,43,F
5847,Female,18,A,62,97,47,D
5848,Female,19,B,53,,47,D
5849,Male,21,E,60,94,64,C
5850,Male,18,D,38,85,31,F
5851,Male,17,B,74,86,90,B
5852,Male,17,B,76,79,38,D
5853,Female,19,D,91,49,40,D
5854,Female,21,E,75,55,90,C
5855,Male,20,C,73,64,51,D
5856,Female,19,D,48,,43,F
5857,Male,21,D,44,70,100,C
5858,Female,19,D,43,72,,F
5859,Female,20,C,,27,79,F
5860,Male,17,D,95,53,87,C
5861,Male,19,C,58,47,52,F
5862,Male,20,A,90,94,28,C
5863,Male,21,A,80,84,65,C
5864,Male,18,B,98,77,52,C
5865,Female,17,D,92,80,40,C
5866,Female,21,D,67,60,79,D
5867,Male,19,B,56,93,82,C
5868,Female,21,D,80,73,98,B
5869,Female,19,D,35,68,95,D
5870,Female,19,A,67,48,41,F
5871,Female,19,D,50,28,60,F
5872,Male,20,A,35,52,94,D
5873,Male,20,D,25,,28,F
5874,Female,18,B,34,,43,F
5875,Male,18,C,71,34,67,F
5876,Female,20,A,68,84,85,C
5877,Male,21,A,60,81,79,C
5878,Female,20,B,33,25,38,F
5879,Male,18,E,48,26,51,F
5880,Female,20,E,88,84,53,C
5881,Female,18,D,,35,97,D
5882,Female,18,D,48,87,30,F
5883,Male,18,C,83,91,86,B
5884,Male,20,B,100,52,90,B
5885,Female,20,C,58,90,78,C
5886,Female,21,E,95,68,,B
5887,Male,20,B,31,49,38,F
5888,Male,18,E,95,29,79,D
5889,Female,18,B,30,73,93,D
5890,Female,20,D,69,,38,F
5891,Male,17,A,60,32,42,F
5892,Male,20,B,92,47,59,D
5893,Female,19,B,34,81,38,F
5894,Male,20,C,95,32,46,F
5895,Female,17,C,81,25,68,F
5896,Female,18,D,72,,33,D
5897,Male,17,E,100,48,32,D
5898,Male,19,E,57,67,29,F
5899,Female,19,C,72,30,74,F
5900,Female,21,E,44,65,88,D
5901,Male,20,B,99,66,59,C
5902,Male,19,D,73,50,35,F
5903,Female,17,D,89,47,30,F
5904,Female,18,A,58,90,68,C
5905,Female,18,E,59,47,42,F
5906,Female,20,A,26,90,93,D
5907,Male,17,A,47,37,53,F
5908,Female,18,B,60,52,77,D
5909,Male,19,E,93,51,32,F
5910,Female,17,D,90,100,55,B
5911,Male,18,E,90,80,52,C
5912,Female,19,D,56,95,76,C
5913,Male,18,E,68,45,99,C
5914,Male,17,D,79,32,30,F
5915,Female,17,D,43,100,67,C
5916,Male,18,D,58,45,97,D
5917,Female,20,C,81,38,68,D
5918,Female,20,C,39,28,97,F
5919,Male,17,E,96,58,31,D
5920,Female,20,A,52,92,79,C
5921,Male,17,E,44,66,48,F
5922,Female,18,A,52,96,82,C
5923,Female,18,D,38,84,48,F
5924,Female,21,C,54,79,96,C
5925,Male,20,B,65,39,63,F
5926,Male,20,C,49,62,45,F
5927,Female,21,A,57,73,28,F
5928,Male,17,D,100,75,51,C
5929,Female,21,A,84,74,67,C
5930,Female,20,C,50,73,93,C
5931,Female,19,B,91,68,,D
5932,Male,19,E,72,72,87,C
5933,Female,19,B,48,,31,F
5934,Female,21,B,69,45,73,D
5935,Female,19,E,43,96,52,D
5936,Female,18,E,34,43,89,F
5937,Male,21,B,56,34,38,F
5938,Female,21,A,40,65,77,D
5939,Male,18,C,73,,95,B
5940,Female,21,D,95,63,90,B
5941,Male,17,B,49,37,72,F
5942,Male,21,A,34,85,26,F
5943,Male,17,E,76,44,31,F
5944,Male,17,A,53,33,83,F
5945,Male,21,B,49,52,97,D
5946,Female,17,B,52,90,40,D
5947,Female,17,E,83,67,48,D
5948,Female,21,C,46,75,50,F
5949,Male,18,E,48,98,96,B
5950,Male,17,A,78,51,52,D
5951,Male,17,D,85,94,41,C
5952,Male,18,C,95,52,28,F
5953,Female,20,E,89,66,27,D
5954,Female,20,E,,41,77,F
5955,Male,17,E,63,85,67,C
5956,Male,18,C,62,92,,B
5957,Female,21,C,42,39,92,F
5958,Female,19,A,73,50,76,D
5959,Female,20,C,52,73,95,C
5960,Male,18,D,,49,26,F
5961,Female,20,E,77,75,75,C
5962,Female,17,E,67,87,84,C
5963,Male,21,D,64,52,64,D
5964,Female,21,B,49,43,100,D
5965,Female,21,B,91,79,,B
5966,Female,17,D,70,86,48,D
5967,Female,17,C,82,36,73,D
5968,Female,18,C,93,48,25,F
5969,Male,19,A,36,26,87,F
5970,Female,21,B,,46,91,F
5971,Male,20,C,39,,100,D
5972,Female,19,C,95,86,42,C
5973,Female,19,E,30,93,35,F
5974,Male,21,B,,79,62,C
5975,Female,20,E,,61,26,F
5976,Male,21,B,,74,81,D
5977,Male,20,A,34,99,54,D
5978,Male,17,D,92,29,31,F
5979,Male,17,D,44,85,53,D
5980,Female,17,E,55,82,55,D
5981,Female,18,E,66,27,48,F
5982,Female,18,B,66,71,94,C
5983,Male,19,A,76,69,66,C
5984,Male,19,C,43,62,83,D
5985,Female,17,E,,45,99,D
5986,Female,20,A,35,76,56,F
5987,Male,18,C,33,37,82,F
5988,Female,20,D,71,94,31,D
5989,Female,20,C,40,69,77,D
5990,Male,19,D,47,32,85,F
5991,Female,20,D,,93,25,D
5992,Male,17,B,78,41,52,F
5993,Female,17,A,94,0,60,C
5994,Female,20,B,39,29,90,F
5995,Male,18,C,36,27,50,F
5996,Male,17,B,,63,40,F
5997,Male,19,A,,87,89,A
5998,Female,19,C,,50,45,F
5999,Male,20,E,33,59,67,F
6000,Male,17,E,71,52,91,C
6001,Male,20,E,42,87,38,F
6002,Female,20,A,59,70,34,F
6003,Male,20,B,51,,95,C
6004,Female,18,A,97,100,99,A
6005,Male,18,C,,36,66,D
6006,Female,21,A,39,28,48,F
6007,Female,20,D,90,85,88,B
6008,Male,20,B,100,74,38,C
6009,Male,20,A,90,52,53,D
6010,Female,19,B,28,50,58,F
6011,Female,20,D,77,40,42,F
6012,Female,21,B,34,78,98,C
6013,Female,17,D,73,97,79,B
6014,Male,19,E,70,27,75,F
6015,Female,20,B,35,,45,F
6016,Male,20,A,34,98,35,F
6017,Female,19,D,75,97,89,B
6018,Male,18,E,32,62,94,D
6019,Male,18,D,61,87,53,D
6020,Female,21,A,64,92,26,D
6021,Female,18,D,29,71,38,F
6022,Male,21,D,32,78,47,F
6023,Female,21,C,65,50,39,F
6024,Female,21,E,62,71,49,D
6025,Female,20,A,96,68,72,C
6026,Male,17,C,42,78,66,D
6027,Male,20,B,58,,69,D
6028,Male,18,C,61,88,86,C
6029,Male,19,B,90,79,46,C
6030,Female,21,A,52,25,80,F
6031,Female,18,B,95,,70,D
6032,Female,21,B,39,,90,F
6033,Female,19,C,,26,91,F
6034,Male,18,C,99,37,98,C
6035,Male,20,D,37,79,34,F
6036,Male,17,C,58,72,34,F
6037,Female,19,C,69,80,86,C
6038,Male,21,C,64,73,41,F
6039,Female,17,C,63,99,89,B
6040,Male,17,A,87,17,90,C
